district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,118,622.2,1226,860.9,302814
02,118,947.7,688,535,397520
03,409,392.5,2334,1640.7,391344
04,151,1011.3,795,667.7,296147
05,251,851,1668,1150.7,300329
06,185,249,360,332,109144
07,253,372.8,1369,1156.6,244215
08,181,393.8,780,692.7,218383
09,539,1461.1,2806,1917.4,464094
10,334,463.6,1720,1196.5,273950
11,264,692.8,1480,934.2,224344
12,180,191.1,644,407.3,110751
