district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,34,345,142.8,863,599.7
02,32,175,20.0,565,394.6
03,262,718,178.2,2078,1402.1
04,47,311,79.0,696,564.1
05,181,551,132.1,1622,1094.4
06,69,127,66.3,257,235.4
07,167,509,169.6,1238,1028.6
08,89,271,62.5,662,580.5
09,430,879,308.5,2614,1772.0
10,267,571,217.1,1566,1149.7
11,204,415,153.8,1387,871.0
12,86,193,101.7,586,357.0
