district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,127,1120.5,1398,870.6,533605
02,85,830,775,313.3,324202
03,380,459.7,1749,1247,312303
04,164,384.8,1424,1037.8,336400
05,242,637.9,1086,821.3,295012
06,179,149.9,672,586.3,173933
07,114,700.7,564,428.5,230448
08,83,128.8,392,283,97383
09,448,1211.6,3904,2211.9,553469
10,429,694.2,2761,1964.9,412196
11,152,730.2,1571,1091,295792
12,192,252.6,1014,823,159743
